,EmployeeNumber,Gender,EducationField,Age,MaritalStatus,Department,JobRole,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
147,199,Male,Life Sciences,41,Divorced,Research & Development,Manager,No,Travel_Frequently,857,10,3,4,91,2,4,1,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7
148,200,Male,Life Sciences,41,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,933,9,4,3,94,3,1,1,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4
149,201,Female,Medical,19,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,1181,3,1,2,79,3,1,2,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0
150,202,Female,Medical,40,Divorced,Research & Development,Research Scientist,No,Travel_Frequently,1395,26,3,2,54,3,2,2,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13
151,204,Male,Marketing,35,Married,Sales,Sales Executive,No,Travel_Rarely,662,1,5,3,94,3,3,2,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6
152,205,Male,Marketing,53,Married,Sales,Sales Representative,No,Travel_Rarely,1436,6,2,2,34,3,2,3,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5
153,206,Male,Life Sciences,45,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,194,9,3,2,60,3,2,2,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15
154,207,Female,Marketing,32,Single,Sales,Sales Executive,No,Travel_Frequently,967,8,3,2,43,3,3,4,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7
155,208,Male,Technical Degree,29,Married,Research & Development,Manufacturing Director,No,Non-Travel,1496,1,1,4,41,3,2,3,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9
156,211,Male,Medical,51,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,1169,7,4,2,34,2,2,3,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0
157,214,Female,Medical,58,Married,Research & Development,Research Scientist,No,Travel_Rarely,1145,9,3,2,75,2,1,2,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0
158,215,Male,Marketing,40,Married,Sales,Sales Executive,No,Travel_Rarely,630,4,4,3,67,2,3,4,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11
159,216,Female,Marketing,34,Married,Sales,Sales Representative,No,Travel_Frequently,303,2,4,3,75,3,1,3,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2
160,217,Male,Medical,22,Married,Research & Development,Research Scientist,No,Travel_Rarely,1256,19,1,3,80,3,1,4,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2
161,218,Male,Medical,27,Divorced,Research & Development,Research Scientist,No,Non-Travel,691,9,3,4,57,3,1,2,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2
162,221,Male,Medical,28,Married,Research & Development,Research Scientist,No,Travel_Rarely,440,21,3,3,42,3,1,4,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2
163,223,Male,Life Sciences,57,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,334,24,2,3,83,4,3,4,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4
164,224,Male,Medical,27,Divorced,Research & Development,Research Scientist,No,Non-Travel,1450,3,3,3,79,2,1,3,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1
165,226,Female,Life Sciences,50,Single,Research & Development,Manager,No,Travel_Rarely,1452,11,3,3,53,3,5,2,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4
166,227,Male,Life Sciences,41,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,465,14,3,1,56,3,1,3,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8
167,228,Female,Life Sciences,30,Married,Sales,Sales Executive,No,Travel_Rarely,1339,5,3,2,41,3,3,4,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4
168,230,Female,Life Sciences,38,Single,Sales,Sales Executive,No,Travel_Rarely,702,1,4,1,59,2,2,4,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7
169,231,Male,Life Sciences,32,Single,Research & Development,Research Scientist,No,Travel_Rarely,120,6,5,3,43,3,1,3,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4
170,233,Male,Technical Degree,27,Married,Research & Development,Research Scientist,No,Travel_Rarely,1157,17,3,3,51,3,1,2,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1
171,235,Female,Technical Degree,19,Single,Sales,Sales Representative,Yes,Travel_Frequently,602,1,1,3,100,1,1,1,2325,20989,0,No,21,4,1,0,1,5,4,0,0,0,0
172,238,Male,Medical,36,Single,Research & Development,Laboratory Technician,No,Travel_Frequently,1480,3,2,4,30,3,1,2,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2
173,239,Male,Medical,30,Divorced,Research & Development,Laboratory Technician,No,Non-Travel,111,9,3,3,66,3,2,1,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10
174,240,Female,Life Sciences,45,Divorced,Sales,Sales Executive,No,Travel_Rarely,1268,4,2,3,30,3,2,1,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3
175,241,Female,Life Sciences,56,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,713,8,3,3,67,3,1,1,4257,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2
176,242,Male,Life Sciences,33,Single,Research & Development,Research Scientist,No,Travel_Rarely,134,2,3,3,90,3,1,4,2500,10515,0,No,14,3,1,0,4,2,4,3,1,0,2
177,243,Male,Life Sciences,19,Single,Research & Development,Laboratory Technician,Yes,Travel_Rarely,303,2,3,2,47,2,1,4,1102,9241,1,No,22,4,3,0,1,3,2,1,0,1,0
178,244,Female,Marketing,46,Divorced,Sales,Sales Executive,No,Travel_Rarely,526,1,2,2,92,3,3,1,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7
179,245,Female,Life Sciences,38,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,1380,9,2,3,75,3,1,4,2288,6319,1,No,12,3,3,0,2,3,3,2,2,2,1
180,246,Female,Medical,31,Married,Research & Development,Research Scientist,No,Travel_Rarely,140,12,1,3,95,3,1,4,3929,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2
181,247,Female,Medical,34,Single,Research & Development,Research Scientist,No,Travel_Rarely,629,27,2,4,95,3,1,2,2311,5711,2,No,15,3,4,0,9,3,3,3,2,1,2
182,248,Female,Marketing,41,Single,Sales,Sales Representative,Yes,Travel_Rarely,1356,20,2,2,70,3,1,2,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2
183,249,Male,Medical,50,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,328,1,3,3,86,2,1,3,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2
184,250,Female,Medical,53,Divorced,Research & Development,Manufacturing Director,No,Travel_Rarely,1084,13,2,4,57,4,2,1,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3
185,252,Female,Medical,33,Married,Research & Development,Research Scientist,No,Travel_Rarely,931,14,3,4,72,3,1,2,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6
186,253,Female,Medical,40,Married,Research & Development,Manager,No,Travel_Rarely,989,4,1,4,46,3,5,3,19033,6499,1,No,14,3,2,1,21,2,3,20,8,9,9
187,254,Male,Medical,55,Single,Research & Development,Research Director,No,Travel_Rarely,692,14,4,3,61,4,5,2,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15
188,256,Male,Life Sciences,34,Married,Research & Development,Manufacturing Director,No,Travel_Frequently,1069,2,1,4,45,2,2,3,9547,14074,1,No,17,3,3,0,10,2,2,10,9,1,9
189,258,Female,Medical,51,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,313,3,3,4,98,3,4,2,13734,7192,3,No,18,3,3,0,21,6,3,7,7,1,0
190,259,Male,Life Sciences,52,Married,Research & Development,Manager,No,Travel_Rarely,699,1,4,3,65,2,5,3,19999,5678,0,No,14,3,1,1,34,5,3,33,18,11,9
191,260,Female,Medical,27,Single,Research & Development,Research Scientist,No,Travel_Rarely,894,9,3,4,99,3,1,2,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3
192,261,Male,Life Sciences,35,Married,Research & Development,Manufacturing Director,Yes,Travel_Rarely,556,23,2,2,50,2,2,3,5916,15497,3,Yes,13,3,1,0,8,1,3,1,0,0,1
193,262,Male,Medical,43,Divorced,Research & Development,Research Scientist,No,Non-Travel,1344,7,3,4,37,4,1,4,2089,5228,4,No,14,3,4,3,7,3,4,5,4,2,2
194,264,Male,Medical,45,Married,Research & Development,Manager,No,Non-Travel,1195,2,2,1,65,2,4,4,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8
195,267,Male,Life Sciences,37,Married,Research & Development,Research Scientist,No,Travel_Rarely,290,21,3,2,65,4,1,1,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7
196,269,Female,Medical,35,Single,Research & Development,Laboratory Technician,No,Travel_Frequently,138,2,3,2,37,3,2,2,4425,15986,5,No,11,3,4,0,10,5,3,6,2,1,2
197,270,Female,Medical,42,Divorced,Research & Development,Manufacturing Director,No,Non-Travel,926,21,2,3,36,3,2,3,5265,16439,2,No,16,3,2,1,11,5,3,5,3,0,2
198,271,Male,Life Sciences,38,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,1261,2,4,4,88,3,2,3,6553,7259,9,No,14,3,2,0,14,3,3,1,0,0,0
199,273,Male,Technical Degree,38,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,1084,29,3,4,54,3,2,4,6261,4185,3,No,18,3,1,1,9,3,1,7,7,1,7
200,274,Male,Technical Degree,27,Married,Research & Development,Manufacturing Director,No,Travel_Frequently,472,1,1,3,60,2,2,1,4298,9679,5,No,19,3,3,1,6,1,3,2,2,2,0
201,275,Male,Life Sciences,49,Divorced,Research & Development,Manufacturing Director,No,Non-Travel,1002,18,4,4,92,3,2,4,6804,23793,1,Yes,15,3,1,2,7,0,3,7,7,1,7
202,277,Male,Medical,34,Divorced,Research & Development,Research Scientist,No,Travel_Frequently,878,10,4,4,43,3,1,3,3815,5972,1,Yes,17,3,4,1,5,4,4,5,3,2,0
203,281,Male,Medical,40,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,905,19,2,3,99,3,2,4,2741,16523,8,Yes,15,3,3,1,15,2,4,7,2,3,7
204,282,Male,Medical,38,Married,Research & Development,Healthcare Representative,Yes,Travel_Rarely,1180,29,1,2,70,3,2,1,6673,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0
205,283,Female,Marketing,29,Married,Sales,Sales Executive,Yes,Travel_Rarely,121,27,3,2,35,3,3,4,7639,24525,1,No,22,4,4,3,10,3,2,10,4,1,9
206,284,Male,Life Sciences,22,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,1136,5,3,4,60,4,1,2,2328,12392,1,Yes,16,3,1,1,4,2,2,4,2,2,2
207,286,Female,Medical,36,Single,Research & Development,Laboratory Technician,No,Travel_Frequently,635,18,1,2,73,3,1,4,2153,7703,1,No,13,3,1,0,8,2,3,8,1,1,7
208,287,Male,Life Sciences,40,Married,Research & Development,Healthcare Representative,No,Non-Travel,1151,9,5,4,63,2,2,4,4876,14242,9,No,14,3,4,1,5,5,1,3,2,0,2
209,288,Male,Medical,46,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,644,1,4,4,97,3,3,1,9396,12368,7,No,16,3,3,1,17,3,3,4,2,0,3
210,291,Male,Medical,32,Married,Sales,Sales Executive,Yes,Travel_Rarely,1045,4,4,4,32,1,3,4,10400,25812,1,No,11,3,3,0,14,2,2,14,8,9,8
211,292,Male,Life Sciences,30,Single,Research & Development,Manufacturing Director,No,Non-Travel,829,1,1,3,88,2,3,3,8474,20925,1,No,22,4,3,0,12,2,3,11,8,5,8
212,293,Female,Life Sciences,27,Single,Sales,Sales Executive,No,Travel_Frequently,1242,20,3,4,90,3,2,3,9981,12916,1,No,14,3,4,0,7,2,3,7,7,0,7
213,296,Male,Life Sciences,51,Married,Research & Development,Research Director,No,Travel_Rarely,1469,8,4,2,81,2,3,2,12490,15736,5,No,16,3,4,2,16,5,1,10,9,4,7
214,297,Female,Technical Degree,30,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,1005,3,3,4,88,3,1,1,2657,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4
215,298,Female,Life Sciences,41,Single,Sales,Manager,No,Travel_Rarely,896,6,3,4,75,3,3,4,13591,14674,3,Yes,18,3,3,0,16,3,3,1,0,0,0
216,299,Female,Marketing,30,Single,Sales,Sales Executive,Yes,Travel_Frequently,334,26,4,3,52,2,2,1,6696,22967,5,No,15,3,3,0,9,5,2,6,3,0,1
217,300,Male,Technical Degree,29,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,992,1,3,3,85,3,1,3,2058,19757,0,No,14,3,4,0,7,1,2,6,2,1,5
218,302,Female,Medical,45,Single,Sales,Sales Executive,No,Non-Travel,1052,6,3,4,57,2,3,4,8865,16840,6,No,12,3,4,0,23,2,3,19,7,12,8
219,303,Female,Marketing,54,Married,Sales,Sales Executive,No,Travel_Rarely,1147,3,3,4,52,3,2,1,5940,17011,2,No,14,3,4,1,16,4,3,6,2,0,5
220,304,Male,Life Sciences,36,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,1396,5,2,4,62,3,2,2,5914,9945,8,No,16,3,4,0,16,3,4,13,11,3,7
221,305,Female,Medical,33,Married,Research & Development,Research Scientist,No,Travel_Rarely,147,4,4,3,47,2,1,2,2622,13248,6,No,21,4,4,0,7,3,3,3,2,1,1
222,306,Male,Other,37,Divorced,Research & Development,Research Director,No,Travel_Frequently,663,11,3,2,47,3,3,4,12185,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7
223,307,Male,Life Sciences,38,Divorced,Sales,Sales Executive,No,Travel_Rarely,119,3,3,1,76,3,3,3,10609,9647,0,No,12,3,3,2,17,6,2,16,10,5,13
224,308,Male,Medical,31,Married,Research & Development,Manufacturing Director,No,Non-Travel,979,1,4,3,90,1,2,3,4345,4381,0,No,12,3,4,1,6,2,3,5,4,1,4
225,309,Male,Life Sciences,59,Married,Research & Development,Research Scientist,No,Travel_Rarely,142,3,3,3,70,2,1,4,2177,8456,3,No,17,3,1,1,7,6,3,1,0,0,0
226,311,Male,Marketing,37,Divorced,Sales,Sales Representative,No,Travel_Frequently,319,4,4,1,41,3,1,4,2793,2539,4,No,17,3,3,1,13,2,3,9,8,5,8
227,312,Female,Medical,29,Married,Sales,Sales Executive,No,Travel_Frequently,1413,1,1,2,42,3,3,4,7918,6599,1,No,14,3,4,1,11,5,3,11,10,4,1
228,314,Female,Marketing,35,Single,Sales,Sales Executive,No,Travel_Frequently,944,1,3,3,92,3,3,3,8789,9096,1,No,14,3,1,0,10,3,4,10,7,0,8
229,315,Male,Medical,29,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,896,18,1,3,86,2,1,4,2389,14961,1,Yes,13,3,3,0,4,3,2,4,3,0,1
230,316,Female,Life Sciences,52,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,1323,2,3,3,89,2,1,4,3212,3300,7,No,15,3,2,0,6,3,2,2,2,2,2
231,319,Male,Technical Degree,42,Married,Research & Development,Manager,No,Travel_Rarely,532,4,2,3,58,3,5,4,19232,4933,1,No,11,3,4,0,22,3,3,22,17,11,15
232,321,Male,Medical,59,Married,Human Resources,Human Resources,No,Travel_Rarely,818,6,2,2,52,3,1,3,2267,25657,8,No,17,3,4,0,7,2,2,2,2,2,2
233,323,Female,Medical,50,Divorced,Sales,Manager,No,Travel_Rarely,854,1,4,4,68,3,5,4,19517,24118,3,No,11,3,3,1,32,3,2,7,0,0,6
234,325,Male,Medical,33,Married,Research & Development,Laboratory Technician,Yes,Travel_Rarely,813,14,3,3,58,3,1,4,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4
235,327,Female,Marketing,43,Married,Sales,Manager,No,Travel_Rarely,1034,16,3,4,80,3,4,4,16064,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9
236,328,Female,Life Sciences,33,Married,Research & Development,Laboratory Technician,Yes,Travel_Rarely,465,2,2,1,39,3,1,1,2707,21509,7,No,20,4,1,0,13,3,4,9,7,1,7
237,329,Male,Life Sciences,52,Single,Sales,Manager,No,Non-Travel,771,2,4,1,79,2,5,3,19068,21030,1,Yes,18,3,4,0,33,2,4,33,7,15,12
238,330,Female,Life Sciences,32,Married,Sales,Sales Representative,No,Travel_Rarely,1401,4,2,3,56,3,1,2,3931,20990,2,No,11,3,1,1,6,5,3,4,3,1,2
239,331,Male,Life Sciences,32,Single,Research & Development,Laboratory Technician,Yes,Travel_Rarely,515,1,3,4,62,2,1,3,3730,9571,0,Yes,14,3,4,0,4,2,1,3,2,1,2
240,332,Female,Medical,39,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,1431,1,4,3,96,3,1,3,2232,15417,7,No,14,3,3,3,7,1,3,3,2,1,2
241,333,Male,Marketing,32,Married,Sales,Sales Executive,No,Non-Travel,976,26,4,3,100,3,2,4,4465,12069,0,No,18,3,1,0,4,2,3,3,2,2,2
242,334,Male,Life Sciences,41,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,1411,19,2,3,36,3,2,1,3072,19877,2,No,16,3,1,2,17,2,2,1,0,0,0
243,335,Male,Technical Degree,40,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,1300,24,2,1,62,3,2,4,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7
244,336,Male,Other,45,Married,Research & Development,Manager,No,Travel_Rarely,252,1,3,3,70,4,5,4,19202,15970,0,No,11,3,3,1,25,2,3,24,0,1,7
245,337,Male,Medical,31,Divorced,Research & Development,Research Director,No,Travel_Frequently,1327,3,4,2,73,3,3,3,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2
246,338,Female,Life Sciences,33,Married,Research & Development,Research Scientist,No,Travel_Rarely,832,5,4,3,63,2,1,4,2911,14776,1,No,13,3,3,1,2,2,2,2,2,0,2
247,339,Male,Life Sciences,34,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,470,2,4,4,84,2,2,1,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9
248,340,Female,Medical,37,Married,Research & Development,Research Scientist,No,Travel_Rarely,1017,1,2,3,83,2,1,1,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2
249,341,Male,Life Sciences,45,Married,Research & Development,Manufacturing Director,No,Travel_Frequently,1199,7,4,1,77,4,2,3,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2
250,342,Male,Medical,37,Divorced,Research & Development,Manufacturing Director,Yes,Travel_Frequently,504,10,3,1,61,3,3,3,10048,22573,6,No,11,3,2,2,17,5,3,1,0,0,0
251,343,Female,Technical Degree,39,Single,Research & Development,Healthcare Representative,No,Travel_Frequently,505,2,4,3,64,3,3,3,10938,6420,0,No,25,4,4,0,20,1,3,19,6,11,8
252,346,Male,Life Sciences,29,Single,Research & Development,Research Scientist,No,Travel_Rarely,665,15,3,3,60,3,1,4,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5
253,347,Female,Life Sciences,42,Single,Research & Development,Research Scientist,No,Travel_Rarely,916,17,2,4,82,4,2,1,6545,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2
254,349,Male,Marketing,29,Divorced,Sales,Sales Executive,No,Travel_Rarely,1247,20,2,4,45,3,2,4,6931,10732,2,No,14,3,4,1,10,2,3,3,2,0,2
255,350,Female,Life Sciences,25,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,685,1,3,1,62,3,2,3,4898,7505,0,No,12,3,4,2,5,3,3,4,2,1,2
256,351,Female,Medical,42,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,269,2,3,4,56,2,1,1,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8
257,352,Male,Medical,40,Divorced,Research & Development,Research Director,No,Travel_Rarely,1416,2,2,1,49,3,5,3,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9
258,353,Male,Life Sciences,51,Married,Research & Development,Research Scientist,No,Travel_Rarely,833,1,3,3,96,3,1,4,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,0
259,355,Male,Medical,31,Single,Research & Development,Laboratory Technician,Yes,Travel_Frequently,307,29,2,3,71,2,1,2,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4
260,359,Male,Life Sciences,32,Married,Research & Development,Laboratory Technician,No,Travel_Frequently,1311,7,3,2,100,4,1,2,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3
261,361,Male,Life Sciences,38,Married,Sales,Sales Executive,No,Non-Travel,1327,2,2,4,39,2,2,4,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5
262,362,Male,Technical Degree,32,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,128,2,1,4,84,2,2,1,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4
263,363,Female,Technical Degree,46,Married,Sales,Manager,No,Travel_Rarely,488,2,3,3,75,1,4,2,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7
264,364,Male,Life Sciences,28,Single,Research & Development,Laboratory Technician,Yes,Travel_Rarely,529,2,4,1,79,3,1,3,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0
265,366,Male,Medical,29,Married,Sales,Sales Executive,No,Travel_Rarely,1210,2,3,1,78,2,2,2,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0
266,367,Male,Medical,31,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,1463,23,3,2,64,2,2,4,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8
267,369,Male,Life Sciences,25,Divorced,Research & Development,Healthcare Representative,No,Non-Travel,675,5,2,2,85,4,2,1,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5
268,372,Male,Medical,45,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,1385,20,2,3,79,3,4,4,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10
269,373,Male,Life Sciences,36,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1403,6,3,4,47,3,1,4,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11
270,374,Male,Medical,55,Single,Research & Development,Manager,No,Travel_Rarely,452,1,3,4,81,3,5,1,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13
271,376,Male,Life Sciences,47,Married,Research & Development,Manager,Yes,Non-Travel,666,29,4,1,88,3,3,2,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9
272,377,Male,Medical,28,Married,Research & Development,Research Scientist,No,Travel_Rarely,1158,9,3,4,94,3,1,4,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4
273,378,Male,Medical,37,Married,Sales,Sales Executive,No,Travel_Rarely,228,6,4,3,98,3,2,4,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1
274,379,Male,Medical,21,Single,Research & Development,Research Scientist,No,Travel_Rarely,996,3,2,4,100,2,1,3,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0
275,380,Female,Medical,37,Divorced,Research & Development,Research Director,No,Non-Travel,728,1,4,1,80,3,3,4,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2
276,381,Female,Life Sciences,35,Divorced,Research & Development,Manager,No,Travel_Rarely,1315,22,3,2,71,4,3,2,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2
277,382,Female,Medical,38,Divorced,Sales,Sales Executive,No,Travel_Rarely,322,7,2,1,44,4,2,1,5605,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7
278,384,Female,Life Sciences,26,Divorced,Research & Development,Manufacturing Director,No,Travel_Frequently,1479,1,3,3,84,3,2,2,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4
279,385,Male,Life Sciences,50,Divorced,Research & Development,Research Director,No,Travel_Rarely,797,4,1,1,96,3,5,2,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6
280,386,Male,Medical,53,Married,Research & Development,Research Director,No,Travel_Rarely,1070,3,4,3,45,3,4,3,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3
281,387,Male,Life Sciences,42,Married,Sales,Sales Executive,No,Travel_Rarely,635,1,1,2,99,3,2,3,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6
282,388,Male,Life Sciences,29,Single,Sales,Sales Executive,No,Travel_Frequently,442,2,2,2,44,3,2,4,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9
283,389,Male,Technical Degree,55,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,147,20,2,2,37,3,2,4,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8
284,390,Male,Medical,26,Married,Research & Development,Healthcare Representative,No,Travel_Frequently,496,11,2,1,60,3,2,1,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3
285,391,Female,Life Sciences,37,Single,Research & Development,Research Scientist,No,Travel_Rarely,1372,1,3,4,42,3,1,4,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7
286,392,Male,Life Sciences,44,Divorced,Research & Development,Laboratory Technician,Yes,Travel_Frequently,920,24,3,4,43,3,1,3,3161,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0
287,393,Male,Life Sciences,38,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,688,23,4,4,82,3,2,4,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2
288,394,Male,Medical,26,Divorced,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1449,16,4,1,45,3,1,2,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2
289,395,Female,Life Sciences,28,Single,Research & Development,Research Scientist,No,Travel_Rarely,1117,8,2,4,66,3,1,4,3310,4488,1,No,21,4,4,0,5,3,3,5,3,0,2
290,396,Female,Life Sciences,49,Single,Research & Development,Research Director,No,Travel_Frequently,636,10,4,3,35,3,5,1,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2
291,397,Male,Technical Degree,36,Single,Research & Development,Research Scientist,No,Travel_Rarely,506,3,3,3,30,3,2,2,4485,26285,4,No,12,3,4,0,10,2,3,8,0,7,7
292,399,Female,Marketing,31,Divorced,Sales,Sales Representative,No,Travel_Frequently,444,5,3,4,84,3,1,2,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2
293,401,Male,Marketing,26,Single,Sales,Sales Executive,Yes,Travel_Rarely,950,4,4,4,48,2,2,4,5828,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4
